"idnum","pais","nationality","estratopri","estratosec","strata","prov","municipio","upm","ur","cluster","year","wave","wt","q1tc_r","q2","a4n","soct2","idio2","mesfut1","sgl1","cp8","cp13","it1","l1n","jc10","jc13","jc15a","jc16a","vic1ext","aoj11","aoj12","countfair1","countfair3","chm1bn","chm2bn","b0","b1","b2","b3","b4","b6","b12","b13","b18","b20","b21","b21a","b31","b32","b37","b47a","m1","sd2new2","sd3new2","sd6new2","sd5new2","pop101","pop107","ros4","ing4","eff1","eff2","vb21n","crg1","crg2","drr1n","env1c","env2b","anestg","pn4","e5","e17a","e17b","d3","d4","d5","d6","d5newa","d7a","d5newb","d7b","arn1","exc2","exc6","exc7","exc7new","lib2c","immig1xa","immig1xb","immig1xc","comcon3xa","comcon3xb","comcon3xc","vb2","vb3n","vb10","vb11","pol1","cv5","vb20","pra4n","pra5","pra16_1","pra16_2","pra16_3","pra16_4","pra16_5","pra16_6","pra16_7","pra16_8","pra16_9","pra16_77","pra11a","pra11b","pra11c","pra17a","pra17b","pra17c","pra18a","pra18b","pra18c","pra19a","pra19b","pra8n","pra15_1","pra15_2","pra15_3","pra15_4","pra15_5","pra15_6","pra15_7","pra15_8","pra15_9","vb50","vb51","vb52","vb58","vb58exp","w14a","dvw1","dvw2","mil10a","mil10b","mil10e","dis11","dis12","gidd1","gidd2","childm6","childm7","childm8","childm9","childm10","childm11","childm12","childm13","wf1","cct1b","edre","q3cn","q5b","ocup4a","ocupoit","formal","q10c","q10a","q10b","q10inc","q14","q14dnew","q14f","q14motan","q14pan_1","q14pan_2","q14pan_3","q14pan_4","q14pan_5","q14pan_0","q14pan_7","q14docn","q14int1","fs2","fs212","ws1","ws2","q11n","q12cn","q12bn","q12bnf","q12p","etid","gi0n","smedia1n","smedia3n","smedia3b","smedia11","smedia12","smedia13","smedia14n","smedia15","smedia16","r3","r4a","r6","r7","r12","r15","r18n","r18","r16","r27","colorr","noise1","conocim","sexin","colori","fecha","formatq","idiomaq"
6449,17,17,1788,3,1788,1782,1782042,76,1,32,2023,2023,1,1,42,1,3,3,3,3,4,4,3,3,2,,,1,2,3,4,3,3,1,,7,5,5,6,4,4,3,5,5,3,4,6,5,3,5,4,3,3,2,2,3,1,1,7,1,4,2,1,1,1,2,1,1,4,3,1,,10,8,1,10,10,10,1,,,,0,0,1,3,1,,2,,,4,,1,0,2,,4,5,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,2,2,,,2,1,1,1,1,1,0,1,1,0,3,,3,,1,,3,2,,,,4,4,,1,2,3,1,,1,,,,2,2,3,4,3,1,7,1,4,2,,1703,2,,,,,,,,,,,4,1,1,,1,4,5,1,0,,41,,1,1,5,,2,2,2,3,4,2,0,1,1,0,1,0,0,1,1,1,2,0,3,2,3,2023-06-27,4,1
8384,17,17,1788,3,1788,1782,1782042,76,1,46,2023,2023,1,1,63,1,3,3,4,3,4,4,1,10,1,,2,,2,4,4,3,1,,,4,1,1,1,1,2,3,4,1,1,1,1,2,1,4,1,5,3,2,4,2,7,1,7,7,7,7,6,1,1,1,7,1,3,1,10,10,,1,1,1,1,,,7,7,5,1,1,1,5,2,,,2,,,4,2,,2,,4,5,1,2,,0,0,0,0,0,0,0,0,0,1,2,2,2,,,,,,,,,2,1,1,1,1,1,0,1,1,0,3,3,,2,,1,3,3,,,,2,4,,1,1,1,,,,,2,2,1,1,1,77,1,1,7,2,4,2,,,1,77,4,2,1,1,0,0,0,0,0,4,1,1,,0,,4,5,2,3,18,2,2,1,2,,2,1,4,3,4,3,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,2023-07-04,4,1
8815,17,17,1788,3,1788,1782,1782042,76,1,32,2023,2023,1,1,61,2,3,2,3,3,4,4,3,1,,1,2,,2,3,3,2,2,,,5,5,6,1,1,1,5,4,2,5,1,1,,2,3,,4,2,2,2,2,1,1,1,7,7,1,1,2,2,2,5,1,4,3,10,,10,1,1,10,10,,,10,10,,0,0,3,3,2,,,,,,,2,,2,,4,2,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,2,2,0,1,0,0,0,0,1,0,0,3,,3,2,,2,3,3,,,,4,4,10,,2,3,,,,,2,2,2,2,3,1,2,1,4,1,3,2,,,2,,,,,,,,,,,4,1,0,0,0,,2,4,0,,32,1,1,1,2,,1,2,2,3,4,2,1,1,1,0,1,1,1,1,1,1,2,2,3,2,3,2023-06-27,4,1
8304,17,17,1788,1,1788,1782,1782084,42,1,49,2023,2023,1,1,23,1,3,2,3,3,4,4,2,5,,2,2,,2,3,3,1,,,,4,1,4,3,4,5,1,4,4,1,1,1,,4,5,6,4,3,2,2,2,1,4,5,5,1,4,6,2,1,1,6,2,3,2,7,,10,5,3,10,10,,,10,5,,0,0,2,5,2,3,,,4,,,1,1702,2,,3,4,4,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,1,1,1,1,1,0,1,1,0,3,,3,,4,2,3,3,,,,4,4,,2,1,2,,1,,,2,,2,2,4,4,4,1,5,1,4,2,,,2,,,,,,,,,,,3,1,0,0,0,,1,7,2,3,0,2,3,1,2,,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2023-07-03,4,1
3597,17,17,1788,1,1788,1730,1730084,84,1,175,2023,2023,1,2,50,1,3,3,3,3,4,4,2,,,1,2,,2,3,4,3,2,,1,5,1,3,1,1,6,4,1,1,6,2,1,1,5,4,1,5,3,3,,3,7,,7,3,1,7,1,1,2,1,4,1,4,4,1,,1,1,1,3,1,1,1,,,3,0,0,1,3,1,,,2,,,4,1,1702,1,1709,4,5,3,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,2,1,1,1,1,0,0,1,1,0,,3,,,3,1,3,3,,,3,4,4,1,,1,2,,1,,1,,,2,2,4,1,3,1,9,2,4,2,,,1,4,4,2,0,0,0,0,0,1,0,4,2,0,0,1,3,4,1,0,,30,1,1,1,1,2,1,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,0,2,2,3,2023-06-21,4,1
3436,17,17,1703,3,1703,1722,1722063,33,1,238,2023,2023,1,1,67,1,3,3,3,1,4,4,2,,,2,2,,2,1,4,1,,,,1,3,7,3,7,7,6,2,7,7,1,3,,7,5,5,4,1,1,2,2,,7,4,7,5,3,,1,1,2,4,1,4,2,10,10,,,9,10,10,10,1,,,,0,0,1,3,3,,2,,,4,,1,1701,2,,4,,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,1,1,,,2,0,1,0,0,0,1,1,1,0,3,,2,,3,1,,3,,,,4,4,10,,2,1,,,,1,1,,2,2,2,1,1,6,,,4,2,,1707,2,,,,,,,,,,,4,2,0,0,0,,1,1,0,,28,7,1,2,,,2,2,4,4,4,1,1,1,1,0,1,0,0,0,0,0,6,0,3,2,4,2023-06-04,4,1
7405,17,17,1703,1,1703,1718,1718021,44,1,108,2023,2023,1,1,28,1,3,1,2,2,4,4,2,7,,1,2,,1,2,3,1,3,,1,3,5,7,5,5,7,6,6,5,5,5,5,5,6,7,6,2,2,2,2,3,5,2,7,2,1,4,2,2,1,2,6,2,3,2,3,,1,6,9,10,6,,,8,10,,0,0,2,2,1,,2,,,4,,1,1701,2,,2,1,3,2,,0,0,0,0,0,0,0,0,0,1,,,,,,,1,1,1,,,2,1,1,1,1,1,0,1,0,0,3,3,,,2,1,3,3,,,,4,4,,10,2,2,,2,,2,,,2,2,4,1,2,1,7,1,4,2,,1712,1,4,3,2,1,0,0,0,1,0,0,3,1,1,,1,4,3,3,0,,0,7,2,1,1,2,1,2,1,1,2,3,1,1,0,0,0,1,1,1,1,1,3,0,2,2,4,2023-06-30,4,1
3674,17,17,1703,1,1703,1722,1722140,66,1,164,2023,2023,1,2,43,2,3,3,2,4,4,4,2,5,1,,,2,2,4,4,1,3,,2,3,4,1,5,6,2,1,2,2,1,4,3,1,2,3,5,2,3,2,1,2,4,3,1,3,4,5,1,1,1,2,7,2,2,2,1,,1,2,1,7,10,8,9,,,,0,0,1,3,3,,,4,,,4,1,,1,1705,2,4,4,2,,,,,,,,,,,,,,,1,1,2,,,,,,2,1,0,1,0,1,1,1,1,0,3,3,,3,,2,2,3,,,,4,4,,5,2,4,,,1,2,,,2,2,5,5,3,5,,,4,2,,1702,2,,,,,,,,,,,4,2,1,,1,4,3,2,0,,0,1,1,1,5,,1,1,2,1,4,1,1,1,1,0,1,0,0,1,1,1,3,0,2,2,4,2023-06-29,4,1
8305,17,17,1703,3,1703,1722,1722077,78,2,11,2023,2023,1,1,54,4,3,3,,3,4,3,1,6,,,,,2,1,4,,1,,1,7,1,7,2,5,1,,1,,5,5,1,1,1,3,,5,2,3,2,3,3,2,6,7,1,5,6,2,1,2,7,,4,3,7,7,,1,1,,,,,7,7,,0,0,1,5,,,,1,,,4,1,1701,1,1702,1,5,4,2,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,,1,1,1,0,0,0,0,1,0,1,3,3,,,4,2,3,2,,,4,4,4,,10,2,4,,,,,,,2,2,3,1,3,1,3,1,4,2,,1707,2,,,,,,,,,,,1,2,0,0,1,3,2,5,2,1,47,3,1,1,1,1,2,2,1,3,4,2,1,1,1,1,0,0,0,1,1,1,5,1,1,2,4,2023-06-02,4,1
873,17,17,1703,1,1703,1722,1722140,66,1,89,2023,2023,1,1,23,1,3,3,2,2,4,4,2,6,,1,1,,2,2,2,2,2,2,,2,5,6,6,6,7,6,5,5,4,5,6,5,6,6,7,2,2,2,3,2,5,1,7,5,6,4,1,1,1,1,2,1,2,3,9,9,,3,3,7,8,8,3,,,,0,0,1,2,2,4,,,4,,,1,1701,2,,4,3,2,2,,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,1,1,2,0,0,0,1,1,1,1,0,0,3,,3,1,,1,2,3,,2,2,2,4,3,,2,4,,1,,,2,,2,2,4,,1,3,,,4,2,,1706,2,,,,,,,,,,,4,2,0,0,0,,1,4,0,,0,7,5,1,5,,1,1,2,2,1,1,1,1,1,0,1,1,0,1,1,1,4,2,3,2,4,2023-05-31,4,1
1636,17,17,1703,2,1703,1722,1722021,5,1,20,2023,2023,1,2,43,1,3,2,1,2,4,4,2,6,2,,,2,2,2,3,1,1,2,,3,4,5,5,5,5,1,5,5,7,3,5,5,7,3,5,3,2,2,3,3,5,2,7,7,5,5,5,2,2,2,5,1,2,2,1,,1,1,1,10,10,,,10,10,5,0,0,2,3,3,,,2,,,4,1,1701,2,,2,1,2,2,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,1,1,2,0,1,1,0,0,0,0,0,0,4,,2,,1,1,3,2,,,,4,4,,9,2,2,2,2,,,,,2,1,3,1,2,1,5,2,4,2,,1709,2,,,,,,,,,,,4,2,0,0,1,2,1,3,0,,25,2,2,1,2,,1,2,1,2,4,3,1,1,1,0,1,0,1,1,0,1,4,0,4,2,4,2023-06-22,4,1
4613,17,17,1703,1,1703,1718,1718021,44,1,235,2023,2023,1,,74,77,3,,,2,4,,4,,1,,1,,2,4,3,1,1,,,5,7,6,3,7,2,4,5,7,1,5,7,1,2,7,1,2,3,2,2,1,2,5,7,5,6,2,1,1,1,1,7,3,2,2,7,,5,3,2,2,1,1,7,,,2,0,0,3,2,1,1,,,3,,,1,,2,,1,,4,2,,,,,,,,,,,,,,,1,1,,,,,,,2,1,1,1,0,1,1,1,1,1,2,1,,2,,1,,,3,3,3,4,4,,3,1,2,,,,2,2,,1,1,1,,,6,,,4,2,,1705,2,,,,,,,,,,,3,2,1,,1,4,6,5,0,,16,1,1,2,,,2,2,4,3,4,4,1,1,1,0,1,0,0,0,0,0,3,0,5,2,4,2023-07-04,4,1
5580,17,17,1703,3,1703,1722,1722028,35,1,30,2023,2023,1,2,42,1,3,3,3,4,4,4,2,8,1,,,2,2,2,4,2,1,2,,7,2,5,1,6,7,4,2,3,7,3,1,2,3,4,5,5,3,3,3,3,1,1,4,7,1,5,1,2,2,1,7,1,4,4,10,,7,4,5,8,8,10,10,,,5,0,0,1,4,1,4,,,4,,,1,1702,2,,3,5,3,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,2,2,,,2,0,1,1,1,0,0,1,1,0,3,,3,2,,2,3,3,4,4,4,4,4,,7,2,3,,,,1,2,,2,2,6,1,1,1,5,1,4,2,,1715,2,,,,,,,,,,,4,2,0,0,0,,3,4,1,1,30,2,1,1,3,,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,3,0,2,2,4,2023-06-03,4,1
6972,17,17,1703,3,1703,1722,1722063,33,1,238,2023,2023,1,2,72,1,3,3,4,4,4,4,3,5,2,,1,,2,1,1,1,3,,,2,7,7,4,5,7,4,3,7,5,4,5,6,3,3,6,2,2,4,4,2,5,6,7,6,7,5,,1,1,2,5,1,1,1,7,8,,,,8,4,5,5,,,3,0,0,3,1,,5,,,4,,,1,1701,2,,4,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0,1,0,0,1,0,0,2,3,,4,,2,3,3,,4,,4,4,5,,2,4,,1,,1,,,2,2,1,1,1,6,,,4,2,,1703,2,,,,,,,,,,,4,2,1,,1,4,2,2,0,,18,,5,2,,,2,2,4,5,4,4,0,0,0,1,1,0,0,0,1,1,3,1,5,2,4,2023-06-04,4,1
5596,17,17,1703,3,1703,1722,1722028,35,1,30,2023,2023,1,2,52,1,3,3,1,3,4,4,1,5,,1,,2,1,,4,2,2,1,,2,1,7,3,1,4,6,5,5,1,1,1,3,6,5,5,3,2,2,3,2,6,7,7,7,4,5,1,1,1,1,7,1,3,2,1,,1,6,5,1,1,,,5,1,,0,0,2,5,3,,3,,,2,,1,,1,1702,3,5,3,2,,0,0,0,0,0,0,1,0,0,0,2,2,1,,,,,,,,,2,1,1,1,1,0,0,1,0,0,4,3,,,3,2,3,3,,,,4,4,1,,1,4,,2,,2,,,2,2,3,5,1,1,9,2,4,2,,1712,2,,,,,,,,,,,4,2,0,0,0,,6,4,0,,17,7,5,1,3,,1,1,3,2,3,1,1,1,1,0,0,1,1,1,1,,3,3,5,2,4,2023-06-03,4,1
1715,17,17,1703,3,1703,1722,1722028,35,1,148,2023,2023,1,2,30,1,3,3,4,2,4,4,3,7,,1,,,2,3,2,2,2,,2,1,4,6,5,5,4,6,5,4,7,4,5,4,5,4,5,3,2,2,3,3,6,5,7,5,4,4,4,1,1,1,6,1,3,3,7,10,,7,8,5,4,,,6,4,,0,0,2,3,3,2,,,4,,,1,,2,,4,4,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0,0,0,1,0,1,0,0,3,,3,3,,1,3,2,,,,4,4,6,,2,2,1,,1,,,,2,1,5,1,2,1,5,1,4,2,,1706,2,,,,,,,,,,,4,1,0,0,1,2,1,1,0,,0,2,2,1,5,,2,2,2,2,4,3,0,1,1,0,0,0,0,1,0,0,6,0,4,2,4,2023-06-23,4,1
723,17,17,1703,2,1703,1722,1722021,5,1,48,2023,2023,1,2,66,1,3,3,4,,4,4,,1,1,,,1,2,1,3,2,1,,,7,1,4,3,2,6,7,5,7,7,2,6,,4,6,1,3,3,2,2,3,7,3,4,4,3,2,2,2,1,1,7,1,2,3,2,,3,5,3,6,7,5,5,,,4,0,0,1,5,3,,5,,,4,,1,1702,1,1703,4,4,4,2,,0,0,0,0,0,0,0,0,0,1,,,,,,,2,2,2,,,2,0,1,0,0,0,0,1,0,0,4,,2,,,2,,2,,,,4,4,,1,1,3,,2,,,2,,2,2,3,1,1,6,,,4,2,,1705,2,,,,,,,,,,,3,2,0,0,0,,1,1,0,,23,7,1,2,,,2,2,4,4,4,1,1,1,1,0,0,0,0,0,0,1,6,0,3,2,4,2023-06-05,4,1
8854,17,17,1703,3,1703,1722,1722084,60,2,132,2023,2023,1,2,59,77,3,3,1,,4,,2,,,1,,2,2,1,3,2,1,2,,4,3,7,4,5,5,7,5,6,5,5,7,6,6,7,5,2,3,3,4,2,5,6,7,7,5,4,4,1,1,1,1,1,1,2,9,6,,6,8,,10,10,,,,,0,0,1,3,3,2,,,4,,,1,1701,1,1703,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,0,1,3,3,,,3,2,3,,,,,4,4,9,,1,1,2,,,,2,,2,2,3,1,1,5,,,4,2,,1702,2,,,,,,,,,,,1,1,0,0,0,,6,2,0,,19,1,1,1,2,,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,2,0,3,2,4,2023-06-25,4,1
3353,17,17,1703,3,1703,1722,1722028,35,1,30,2023,2023,1,2,27,1,3,3,3,2,4,4,1,5,2,,,,2,1,4,1,2,2,,1,1,5,5,6,5,5,2,5,7,2,2,2,6,6,7,4,2,2,3,2,6,5,7,6,6,5,6,2,2,2,4,2,4,3,7,,10,3,3,10,10,10,10,,,5,0,0,2,5,2,,2,,,4,,1,1701,2,,4,4,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,2,2,,,2,1,0,1,0,1,0,0,0,1,2,3,,3,,1,3,3,,,,4,4,10,,2,4,2,,,,,2,2,2,5,1,1,4,,,4,2,,1711,2,,,,,,,,,,,3,2,0,0,1,3,1,5,0,,0,2,1,1,5,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,0,3,2,4,2023-06-03,4,1
343,17,17,1703,1,1703,1718,1718021,44,1,108,2023,2023,1,2,61,1,3,3,,,4,4,4,,1,,,,2,4,4,3,,1,,3,,7,6,7,7,7,4,3,7,1,1,7,7,7,3,5,2,2,3,3,,,2,3,5,1,4,,2,1,7,1,4,3,1,,1,4,1,1,1,1,1,,,,0,0,4,4,1,,1,,,4,,1,,2,,4,,3,2,,0,0,0,0,0,0,1,0,0,0,,,,,,,1,2,1,,,2,0,1,0,0,0,0,1,0,0,2,3,,2,,,3,3,,,,4,4,1,,1,1,,,1,,,1,2,2,1,1,1,6,,,4,2,,1706,2,,,,,,,,,,,4,2,0,0,1,4,6,1,0,,21,7,3,1,5,,2,2,4,4,4,2,1,1,1,0,1,0,0,0,0,0,5,0,5,2,4,2023-06-30,4,1
8647,17,17,1703,3,1703,1722,1722063,33,1,238,2023,2023,1,1,49,2,3,3,3,1,4,4,2,6,2,,,2,2,1,2,1,2,2,,4,4,6,4,6,7,7,4,5,6,5,1,4,6,4,5,4,2,3,3,3,1,2,1,7,1,6,4,2,2,2,3,1,3,2,10,,10,1,1,10,10,10,5,,,3,0,0,2,3,1,,,2,,,4,1,1702,1,1712,1,5,3,2,,0,0,0,0,0,0,1,0,0,0,,,,2,2,2,,,,,,2,0,1,1,0,0,0,1,0,0,3,3,,3,,2,3,3,4,4,3,4,4,,5,2,2,,2,,,,2,2,2,6,1,1,2,2,1,4,2,,1715,2,,,,,,,,,,,4,2,0,0,0,,2,6,1,1,27,1,5,1,1,2,2,2,3,3,4,4,1,1,1,1,1,1,,1,1,0,4,0,1,2,4,2023-06-21,4,1
3452,17,17,1703,1,1703,1722,1722140,66,1,89,2023,2023,1,2,58,1,1,1,3,3,4,4,1,8,,2,2,,2,1,4,2,2,1,,7,7,6,5,6,6,5,4,4,7,5,7,4,5,5,5,2,2,2,1,1,7,3,6,6,,4,1,1,1,1,7,1,2,2,6,9,,5,5,9,9,,,9,9,,0,0,1,3,3,,2,,,4,,1,1701,1,1702,2,2,2,2,,0,0,0,0,0,1,0,0,0,0,,,,2,2,2,,,,,,2,0,1,1,0,0,0,1,0,0,3,,2,2,,1,3,3,,,,4,4,10,,2,1,,,1,1,,,2,2,3,1,1,6,,,4,2,,1705,2,,,,,,,,,,,4,2,1,,0,,2,10,3,3,19,2,2,2,,,1,1,2,4,4,1,1,1,1,0,1,1,1,1,1,1,5,0,3,2,4,2023-06-14,4,1
3778,17,17,1703,2,1703,1722,1722021,5,1,48,2023,2023,1,1,68,2,3,3,3,2,4,4,1,5,2,,2,,2,2,3,2,2,,2,4,3,5,3,3,5,5,3,3,1,1,3,4,4,4,4,4,2,2,3,3,3,4,5,5,4,4,,2,2,2,6,1,3,3,1,,1,5,5,1,1,1,1,,,5,0,0,1,5,1,3,,,3,,,1,1701,2,,4,2,3,2,,0,0,0,0,0,0,1,0,0,1,,,,2,2,2,,,,,,2,1,1,1,0,1,1,1,1,0,2,3,,2,,1,3,2,2,3,3,4,4,1,,2,3,1,,1,,,,2,1,2,5,1,3,,,4,2,,1709,2,,,,,,,,,,,4,1,0,0,1,4,6,3,1,3,33,1,1,1,2,,1,2,3,3,4,3,1,1,1,0,0,0,1,1,0,0,5,0,3,2,4,2023-06-05,4,1
7894,17,17,1703,1,1703,1718,1718021,44,1,108,2023,2023,1,1,53,1,3,3,4,2,4,4,2,7,,1,,2,2,2,4,2,2,,2,6,5,3,3,2,2,5,2,3,2,2,3,5,6,5,4,4,3,3,2,3,2,3,6,1,3,6,2,2,2,2,2,1,4,3,1,,1,3,2,4,1,,,3,1,4,0,0,2,4,2,,,4,,,4,1,1702,1,1712,1,3,3,1,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,0,0,3,,3,2,,2,3,3,1,3,1,4,4,2,,2,1,,2,2,,,,2,1,5,5,1,2,5,2,4,2,,1711,1,77,1,2,0,0,0,0,1,0,0,3,2,0,0,0,,2,3,0,,37,1,1,1,2,,1,2,1,2,2,3,1,1,1,0,1,1,1,1,1,1,5,2,2,2,4,2023-06-30,4,1
1902,17,17,1703,3,1703,1722,1722084,60,2,132,2023,2023,1,1,66,2,3,3,3,4,1,1,2,7,1,,2,,2,2,1,1,1,,2,6,4,4,3,4,4,4,4,5,6,6,6,5,2,4,4,2,3,2,2,3,2,3,3,4,4,5,1,2,2,1,6,3,3,2,3,2,,3,2,2,7,,,6,7,,0,0,3,3,1,,5,,,2,,1,1701,1,1702,1,2,2,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1,2,1,1,0,0,0,1,1,1,1,3,3,,,2,2,2,1,,,,1,4,2,,1,3,1,2,,,,,2,2,3,1,1,6,,,4,2,,1707,2,,,,,,,,,,,4,2,0,0,1,4,3,2,0,,0,7,1,2,,,2,2,4,3,4,1,1,1,1,0,1,0,0,0,1,1,6,0,4,2,4,2023-06-25,4,1
2931,17,17,1703,1,1703,1718,1718021,44,1,134,2023,2023,1,1,20,1,3,2,2,3,4,4,2,5,2,,1,,2,2,3,2,2,,2,4,5,3,4,3,5,5,3,4,5,2,1,6,6,4,5,5,2,3,2,2,2,2,2,3,1,6,1,2,2,2,5,1,3,3,6,,7,5,7,8,9,10,7,,,,0,0,2,3,1,,,4,,,3,1,1702,1,1712,2,3,3,2,,0,0,0,0,0,0,1,0,0,0,,,,,,,2,2,2,,,2,1,0,1,0,1,0,1,0,0,3,3,,,3,1,3,3,2,4,3,3,3,5,,2,3,1,,2,,,,2,2,5,5,2,4,,,4,2,,1712,1,1,3,2,0,0,0,0,1,0,0,3,2,0,0,0,,1,4,0,,0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,0,2,2,4,2023-07-01,4,1
9666,17,17,1703,2,1703,1722,1722021,5,1,20,2023,2023,1,2,21,1,2,2,3,3,4,4,2,4,,2,,2,2,2,3,2,1,,2,4,2,4,4,5,5,5,4,4,4,3,3,4,4,5,3,3,2,3,2,3,4,3,4,4,3,3,6,2,2,2,1,1,3,3,4,7,,3,4,7,8,,,9,9,,0,0,3,3,1,,,3,,,4,1,1701,2,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0,1,0,0,0,1,0,0,3,,3,3,,2,3,3,3,4,3,4,4,8,,2,3,,,2,,2,,2,2,4,4,3,3,,,4,2,,1706,2,,,,,,,,,,,3,1,0,0,0,,1,3,0,,0,2,2,1,3,,1,2,1,3,4,3,1,1,0,0,1,1,1,1,1,1,3,0,3,2,4,2023-06-22,4,1
6680,17,17,1703,3,1703,1722,1722084,60,2,132,2023,2023,1,1,48,1,3,3,3,4,4,4,3,8,,2,2,,2,2,3,1,1,2,,6,4,5,5,7,6,6,4,4,7,3,1,4,1,,4,5,3,3,3,3,4,1,7,7,1,7,1,2,2,1,7,1,4,1,1,,4,6,7,6,6,,,7,6,,0,0,1,5,1,,,2,,,4,1,,1,1708,1,2,3,2,,0,0,1,0,0,0,0,0,0,1,2,2,2,,,,,,,,,1,1,1,1,0,0,0,1,0,0,2,,3,,3,2,3,3,,,,4,4,,4,2,4,,,2,,2,,2,2,6,1,1,1,3,1,4,2,,1702,2,,,,,,,,,,,4,2,0,0,0,,1,3,1,3,0,1,1,2,,,2,1,1,3,3,4,1,1,1,0,0,1,1,1,1,0,6,0,3,2,4,2023-06-25,4,1
3645,17,17,1703,2,1703,1722,1722021,5,1,229,2023,2023,1,1,59,2,2,2,1,1,4,4,1,,1,,,1,2,2,4,1,,,2,3,3,7,7,7,7,7,,3,1,7,7,3,7,1,7,1,1,1,1,1,7,7,7,7,7,7,6,1,1,1,1,2,1,1,10,,10,10,1,10,1,10,1,,,5,0,0,1,3,3,,2,,,4,,1,1701,2,,4,,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,2,2,,,1,0,1,1,0,0,0,1,1,0,3,,3,2,,2,3,3,,,,4,4,10,,2,4,,2,,2,,,2,2,2,2,1,1,9,1,4,2,,1707,2,,,,,,,,,,,4,2,0,0,0,,2,2,0,,39,2,2,2,,,1,2,4,2,4,2,1,1,1,0,1,0,1,1,1,1,7,0,3,2,4,2023-06-05,4,1
1372,17,17,1703,1,1703,1722,1722140,66,1,89,2023,2023,1,2,23,1,2,1,1,2,3,3,3,7,1,,2,,1,4,3,1,1,,2,6,5,6,4,4,4,3,5,3,6,4,3,4,5,2,4,3,3,2,3,2,3,5,4,5,6,4,1,1,1,1,3,1,2,2,5,8,,4,4,4,8,8,7,,,,0,0,2,3,3,,,2,,,4,1,1701,2,,3,4,3,2,,1,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,2,1,1,1,0,0,0,1,0,0,3,,3,3,,1,3,3,,,3,4,4,,4,1,3,1,,,2,,,2,2,6,1,2,2,9,2,4,2,,1713,2,,,,,,,,,,,3,2,0,0,0,,3,3,1,1,19,2,1,1,1,2,1,2,1,1,3,3,1,1,1,1,1,0,1,1,1,1,4,0,3,2,4,2023-06-01,4,1
6685,17,17,1703,3,1703,1722,1722028,35,1,150,2023,2023,1,,36,4,1,,1,,4,4,4,5,2,,,2,2,1,4,1,3,2,,1,1,1,7,7,7,1,4,1,1,1,6,1,3,1,6,1,2,2,2,2,1,1,2,7,1,7,3,1,2,1,1,1,1,1,10,,5,5,5,5,5,,,5,5,5,0,0,4,1,1,2,,,4,,,1,,,,4,5,,1,2,,,,,,,,,,,,,2,,,,,,,,,2,1,0,1,0,0,0,0,0,0,4,3,,,4,1,3,3,1,1,4,4,4,5,,2,4,2,,,1,,,2,2,,,,7,,,4,2,,1701,2,,,,,,,,,,,4,1,0,0,0,,1,1,0,,0,,5,2,,,2,2,,,4,,0,0,0,0,1,0,0,0,0,0,4,0,2,2,4,2023-06-23,4,1
