"idnum","pais","nationality","estratopri","estratosec","strata","prov","municipio","upm","ur","cluster","year","wave","wt","q1tc_r","q2","a4n","soct2","idio2","mesfut1","sgl1","cp8","cp13","it1","l1n","jc10","jc13","jc15a","jc16a","vic1ext","aoj11","aoj12","countfair1","countfair3","chm1bn","chm2bn","b0","b1","b2","b3","b4","b6","b12","b13","b18","b20","b21","b21a","b31","b32","b37","b47a","m1","sd2new2","sd3new2","sd6new2","sd5new2","pop101","pop107","ros4","ing4","eff1","eff2","vb21n","crg1","crg2","drr1n","env1c","env2b","anestg","pn4","e5","e17a","e17b","d3","d4","d5","d6","d5newa","d7a","d5newb","d7b","arn1","exc2","exc6","exc7","exc7new","lib2c","immig1xa","immig1xb","immig1xc","comcon3xa","comcon3xb","comcon3xc","vb2","vb3n","vb10","vb11","pol1","cv5","vb20","pra4n","pra5","pra16_1","pra16_2","pra16_3","pra16_4","pra16_5","pra16_6","pra16_7","pra16_8","pra16_9","pra16_77","pra11a","pra11b","pra11c","pra17a","pra17b","pra17c","pra18a","pra18b","pra18c","pra19a","pra19b","pra8n","pra15_1","pra15_2","pra15_3","pra15_4","pra15_5","pra15_6","pra15_7","pra15_8","pra15_9","vb50","vb51","vb52","vb58","vb58exp","w14a","dvw1","dvw2","mil10a","mil10b","mil10e","dis11","dis12","gidd1","gidd2","childm6","childm7","childm8","childm9","childm10","childm11","childm12","childm13","wf1","cct1b","edre","q3cn","q5b","ocup4a","ocupoit","formal","q10c","q10a","q10b","q10inc","q14","q14dnew","q14f","q14motan","q14pan_1","q14pan_2","q14pan_3","q14pan_4","q14pan_5","q14pan_0","q14pan_7","q14docn","q14int1","fs2","fs212","ws1","ws2","q11n","q12cn","q12bn","q12bnf","q12p","etid","gi0n","smedia1n","smedia3n","smedia3b","smedia11","smedia12","smedia13","smedia14n","smedia15","smedia16","r3","r4a","r6","r7","r12","r15","r18n","r18","r16","r27","colorr","noise1","conocim","sexin","colori","fecha","formatq","idiomaq"
6438,17,17,1788,3,1788,1706,1706134,52,1,106,2023,2023,1,2,19,1,3,3,4,3,4,4,2,5,,2,,2,2,3,4,1,,,2,7,5,5,4,5,5,3,,,1,3,3,3,3,4,4,3,2,3,4,4,3,2,5,7,4,4,3,2,2,2,3,2,2,2,7,,10,4,4,10,10,,,10,10,,0,0,1,4,2,2,,,4,,,2,,2,,4,,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,2,2,0,0,1,0,0,1,1,0,0,4,,3,,4,1,3,3,,,3,4,4,,10,1,2,,,,,1,1,2,2,4,1,4,1,9,2,4,2,,1715,2,,,,,,,,,,,,2,0,0,1,4,1,4,1,3,0,1,5,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,1,1,1,3,1,4,2,3,2023-06-26,4,1
2444,17,17,1788,3,1788,1706,1706070,3,1,67,2023,2023,1,2,33,6,2,2,2,2,4,4,1,2,2,,,2,2,3,4,2,2,,,5,3,3,5,6,7,1,5,1,1,4,3,5,6,1,4,3,2,2,1,3,1,1,7,7,3,5,3,2,2,1,4,1,2,2,10,,10,10,5,10,10,10,10,,,5,1,0,1,4,1,,,2,,,4,1,1701,1,1713,2,2,3,2,,0,0,0,0,0,0,0,0,0,1,,,,2,1,2,,,,,,2,1,1,1,0,0,1,1,1,0,4,3,,,4,1,3,3,3,3,3,4,1,,10,2,1,1,2,,,,,2,2,5,11,4,4,,,4,2,,1712,2,,,,,,,,,,,4,2,0,0,0,,1,3,0,,0,1,2,1,2,,1,2,1,1,4,3,1,1,1,0,1,0,1,1,0,1,3,0,3,2,3,2023-07-17,4,1
6564,17,17,1799,1,1799,1706,1706412,21,1,234,2023,2023,1,1,28,1,3,2,2,3,4,4,2,5,,2,2,,1,2,4,,2,,2,5,4,5,4,4,4,4,5,4,5,1,2,2,2,3,4,3,2,2,2,3,1,4,6,7,3,6,1,1,1,1,1,1,2,2,10,10,,8,8,10,10,10,10,,,,0,0,3,2,2,3,,,4,,,2,,2,,2,5,4,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,1,1,1,1,1,0,1,1,0,3,,3,3,,1,3,3,,,,3,4,7,,2,4,1,,2,,,,2,2,4,1,2,1,9,2,4,2,,1706,2,,,,,,,,,,,4,2,1,,0,,1,3,0,,0,1,1,1,2,,1,1,1,1,2,2,0,1,0,0,1,0,0,1,0,1,5,0,3,2,3,2023-06-20,4,1
1423,17,17,1799,1,1799,1706,1706412,21,1,234,2023,2023,1,2,63,2,3,3,2,4,4,4,3,7,,2,,1,2,4,2,1,,,2,5,2,1,1,3,3,4,1,1,2,1,1,1,4,4,5,4,2,2,2,2,,5,6,6,6,3,1,,1,2,5,1,2,2,4,,3,2,2,7,10,9,9,,,,0,0,1,4,1,,4,,,4,,1,,2,,4,4,3,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,0,1,0,0,0,0,0,0,0,4,,2,,3,1,3,3,,,,4,4,,6,2,3,1,,,1,,,2,2,2,1,2,1,9,2,4,2,,,2,,,,,,,,,,,4,2,0,0,1,4,2,5,2,3,25,1,1,1,2,,2,2,3,3,4,3,1,1,1,0,1,0,0,1,1,1,3,1,3,2,3,2023-06-20,4,1
8651,17,17,1788,3,1788,1706,1706070,3,1,180,2023,2023,1,1,22,1,3,2,1,2,4,4,2,4,2,,2,,2,2,4,2,1,,1,4,5,7,3,6,2,7,4,1,1,1,1,4,1,1,3,4,2,1,3,3,6,1,3,6,4,5,1,2,1,2,1,1,4,3,1,,2,1,1,1,6,,,10,1,5,0,0,1,4,1,2,,,4,,,1,1702,2,,4,2,3,2,,0,0,0,0,0,0,0,0,0,1,2,2,2,,,,,,,,,2,1,1,1,1,1,0,1,0,0,4,,3,,3,1,3,3,,4,3,4,4,,5,1,1,,2,,1,,,2,2,4,5,1,1,7,2,4,2,,1713,1,77,1,2,0,1,0,1,1,0,0,4,1,0,0,1,3,1,5,2,3,0,1,5,1,5,,1,2,1,1,4,3,1,1,1,0,1,1,0,1,0,0,4,0,3,2,3,2023-06-22,4,1
3450,17,17,1788,3,1788,1706,1706134,52,1,87,2023,2023,1,2,47,1,3,3,4,2,4,4,1,7,,2,2,,1,1,4,2,1,,1,1,3,7,3,7,7,7,2,5,1,1,1,4,5,2,2,5,4,2,4,1,6,1,1,7,1,5,1,2,2,1,4,1,4,3,9,,10,5,8,10,10,10,10,,,4,1,0,1,4,2,5,,,4,,,1,1702,2,,1,1,,2,,0,0,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,2,1,1,1,0,0,0,1,1,0,4,,3,,4,1,3,3,4,4,4,4,4,,10,1,1,,2,,,,2,2,2,6,4,4,1,8,1,4,2,,1715,1,77,2,2,1,1,0,0,1,0,0,2,2,0,0,0,,1,3,0,,17,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,0,3,2,3,2023-06-27,4,1
4692,17,17,1788,3,1788,1706,1706070,3,1,67,2023,2023,1,2,18,1,3,3,,2,4,3,2,5,,1,,,1,1,4,2,1,,1,1,5,7,3,7,7,5,5,1,1,5,4,1,1,5,1,3,3,1,3,1,4,,7,7,7,5,4,,1,1,6,1,3,1,10,10,,3,10,10,10,10,10,,,,0,0,1,3,3,4,,,4,,,2,,2,,3,1,3,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,1,0,0,1,0,0,1,0,0,4,,3,,2,1,3,3,2,4,4,4,1,10,,1,1,1,2,,,,,2,2,4,4,1,1,9,2,3,2,,,2,,,,,,,,,,,3,1,0,0,1,2,1,2,0,,0,2,1,1,2,,1,1,1,2,2,2,1,1,0,0,1,0,0,0,0,1,3,0,4,2,3,2023-06-22,4,1
5023,17,17,1799,1,1799,1706,1706412,21,1,92,2023,2023,1,1,39,1,,2,3,4,4,4,2,5,,2,,2,1,4,4,2,2,1,,5,4,7,4,3,5,4,4,4,1,1,1,1,1,2,2,3,3,3,3,3,1,1,7,4,4,4,5,2,2,1,1,2,2,2,7,6,,6,1,6,6,,,7,7,5,0,0,2,3,3,,,2,,,3,1,97,2,,3,1,4,2,,0,0,0,0,0,0,1,0,0,0,,,,2,2,2,,,,,,2,0,1,1,0,1,0,1,1,0,3,3,,,3,1,3,3,,,,4,4,,10,1,1,1,,,,2,,2,2,5,4,1,1,2,1,4,2,,1712,2,,,,,,,,,,,4,2,0,0,1,3,1,2,0,,0,1,3,1,1,1,1,1,1,1,3,3,1,,,,1,,1,1,1,0,3,0,3,2,3,2023-06-06,4,1
6700,17,17,1788,3,1788,1706,1706070,3,1,67,2023,2023,1,2,65,2,3,3,4,4,4,4,2,1,2,,,,2,2,4,2,1,,2,7,2,2,1,2,1,2,1,1,6,1,1,1,1,5,2,4,3,2,3,4,6,7,6,4,2,1,1,2,2,1,7,1,4,4,2,10,,2,1,7,7,10,10,,,5,0,0,1,4,3,,5,,,4,,1,1701,2,,4,4,4,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,2,0,1,0,1,0,0,1,0,0,3,3,,,3,2,2,3,,,,4,4,5,,1,1,,2,,2,,,2,1,2,1,1,6,,,4,2,,1707,2,,,,,,,,,,,4,2,0,0,0,,6,2,0,,17,1,1,1,5,,2,2,4,3,4,3,1,1,1,1,1,0,1,1,1,1,3,0,3,2,3,2023-06-22,4,1
45,17,17,1799,1,1799,1706,1706412,21,1,234,2023,2023,1,1,16,1,3,2,2,3,4,4,3,3,,1,,2,2,2,4,2,2,,1,5,3,5,4,7,5,6,4,5,1,3,2,4,6,6,5,4,2,2,2,2,4,5,7,4,1,4,6,2,1,2,4,2,4,3,5,7,,5,5,6,7,8,9,,,,0,0,1,5,1,,,2,,,4,2,,2,,4,5,4,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,0,1,1,0,0,0,0,0,0,2,3,,2,,2,3,3,,,,4,4,5,,2,2,,2,,,,2,1,1,3,11,4,1,7,2,4,2,,,1,77,1,2,0,0,0,1,0,0,0,4,2,0,0,0,,1,6,1,3,0,4,2,1,5,,1,2,1,1,1,3,1,1,1,1,0,0,1,1,1,1,6,2,4,2,3,2023-06-20,4,1
8865,17,17,1799,1,1799,1706,1706412,21,1,234,2023,2023,1,2,39,77,3,2,1,3,4,4,3,5,2,,2,,2,3,3,2,2,2,,2,4,5,2,3,5,4,3,3,,1,1,1,2,1,6,4,3,2,2,4,1,4,7,5,1,4,5,2,2,1,1,1,2,2,3,3,,1,1,10,10,,,10,10,,0,0,3,4,3,2,,,4,,,1,1701,2,,1,5,4,2,,0,0,0,0,0,1,0,0,0,0,,,,,,,1,1,1,,,2,1,1,0,1,1,0,1,1,0,3,,3,2,,1,3,3,,,3,1,2,9,,1,2,,2,1,,,,1,2,5,1,3,5,,,4,2,,1715,2,,,,,,,,,,,3,1,0,0,0,,2,4,1,1,25,2,1,1,3,,1,1,1,1,3,3,1,1,1,0,1,1,1,1,1,1,3,0,2,2,3,2023-06-10,4,1
9152,17,17,1788,3,1788,1706,1706070,3,1,67,2023,2023,1,1,46,1,3,3,4,3,4,4,2,4,2,,,2,2,1,3,1,2,,,7,4,4,5,1,2,4,2,4,5,1,2,4,5,6,4,2,3,1,1,1,5,5,7,2,3,4,6,1,2,2,7,1,2,3,4,10,,4,4,1,1,1,1,,,,0,0,1,3,1,4,,,4,,,1,,2,,4,2,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,1,2,,,2,1,1,1,1,0,0,1,0,0,3,,3,,1,2,3,3,,,,4,4,1,,2,1,,2,,,2,,2,2,3,1,2,1,7,2,3,2,,1713,2,,,,,,,,,,,3,2,0,0,0,,3,6,2,1,24,2,1,1,5,,2,2,2,1,4,3,1,1,1,1,1,1,1,1,1,1,3,0,3,2,3,2023-06-22,4,1
9964,17,17,1788,3,1788,1706,1706134,52,1,101,2023,2023,1,2,19,1,,2,2,3,4,4,,4,,2,,2,2,3,3,2,2,,1,5,3,4,4,4,3,2,4,1,5,3,4,3,4,5,5,3,2,2,3,2,2,2,3,3,3,2,1,1,1,2,3,1,3,3,7,7,,4,4,7,9,9,9,,,,0,0,1,4,2,,2,,,3,,2,,2,,3,2,3,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,2,1,0,1,0,1,1,1,0,0,3,,3,,2,1,3,3,,,,4,2,9,,2,3,,2,,2,,,,1,4,1,3,4,,,4,2,,,2,,,,,,,,,,,4,2,0,0,0,,1,5,0,,0,1,1,1,2,,2,2,1,2,1,3,1,1,1,0,1,1,1,1,0,1,3,1,4,2,3,2023-06-27,4,1
976,17,17,1799,1,1799,1706,1706412,21,1,92,2023,2023,1,2,53,1,3,3,,4,4,4,1,5,,1,2,,2,4,4,1,1,1,,1,1,4,4,3,3,4,4,5,1,4,2,2,3,1,1,3,2,2,3,2,5,3,5,5,3,4,5,,2,1,1,1,2,2,2,5,,8,3,2,1,,,2,2,4,0,0,,5,2,,,,,,,2,,2,,4,,4,2,,1,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,2,0,1,0,0,0,0,0,1,0,2,,3,2,,,2,2,,,,4,4,,,2,,,2,,1,,,2,1,2,5,1,3,,,4,2,,1709,1,77,1,2,0,0,0,0,0,0,1,4,2,1,,1,1,2,5,0,,20,2,1,1,5,,1,2,2,2,3,2,1,1,1,1,1,0,0,1,0,0,5,1,4,2,3,2023-06-05,4,1
5248,17,17,1788,3,1788,1706,1706070,3,1,180,2023,2023,1,1,16,4,3,,,4,4,4,2,,2,,,2,2,2,3,2,1,,,4,3,4,2,4,3,4,3,3,4,2,1,4,3,3,3,5,3,2,2,2,,5,4,4,3,3,3,2,2,2,5,2,3,3,8,7,,5,5,5,5,,,10,10,4,0,0,1,4,2,,3,,,4,,2,,2,,4,3,4,2,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,2,2,1,,,,,,,,,,3,,3,3,,2,3,2,2,2,3,4,4,6,,2,,,,2,2,,,2,2,3,4,4,4,,,4,2,,,2,,,,,,,,,,,3,2,0,0,0,,1,5,0,,0,1,2,1,5,,2,2,1,3,3,4,1,1,1,1,1,1,1,1,1,1,4,0,5,2,3,2023-06-22,4,1
4165,17,17,1788,3,1788,1706,1706134,52,1,106,2023,2023,1,2,64,2,3,3,3,3,4,4,2,,2,,,2,2,1,4,2,,1,,4,3,6,4,7,7,4,5,2,7,1,4,5,5,4,6,5,2,2,3,2,4,7,7,5,7,5,6,1,1,2,7,1,4,2,6,,4,4,5,10,10,10,9,,,,0,0,3,4,2,,2,,,4,,2,,2,,3,4,3,2,,0,0,0,0,0,1,0,0,0,0,,,,,,,1,2,1,,,1,1,1,1,1,1,1,1,0,0,3,3,,3,,1,3,3,,,2,4,4,,5,1,1,,,,2,,,2,2,3,4,4,3,,,4,2,,1705,1,77,2,2,1,0,0,0,0,0,0,4,1,1,,0,,4,1,0,,15,1,1,1,5,,1,1,3,4,4,2,1,1,0,0,1,0,0,0,0,0,3,0,4,2,3,2023-06-26,4,1
9862,17,17,1799,1,1799,1706,1706412,21,1,233,2023,2023,1,2,21,1,3,2,2,3,4,4,2,5,2,,,2,2,3,3,2,3,,,3,4,6,3,2,4,3,3,4,2,2,3,3,2,3,2,3,2,,2,2,3,4,5,6,2,3,5,,2,2,4,1,3,3,6,8,,5,5,10,10,,,10,10,,0,0,2,4,2,,,3,,,4,1,97,2,,2,4,4,2,,1,0,0,0,0,0,0,0,0,1,,,,,,,2,2,2,,,2,0,1,1,0,0,0,1,0,0,3,,3,,3,1,3,3,,3,3,4,4,,9,1,1,,,1,1,,,2,1,5,4,3,4,,,4,2,,1711,2,,,,,,,,,,,4,2,0,0,0,,1,5,1,3,0,,2,1,2,,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,0,2,0,3,2,3,2023-06-06,4,1
7047,17,17,1788,3,1788,1706,1706070,3,1,5,2023,2023,1,2,38,1,3,3,4,2,4,4,1,1,,,,,1,3,4,,1,2,,7,1,1,1,1,4,1,1,5,7,1,1,1,4,7,1,5,2,2,2,2,1,1,4,1,7,1,6,1,1,2,7,,4,4,10,,10,5,5,10,10,,,10,10,,0,0,1,5,3,,,5,,,4,1,97,2,,4,,4,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,2,2,1,1,1,0,1,0,1,1,0,4,,2,3,,1,3,3,,,,4,4,,10,2,1,,,1,1,,,1,1,4,1,2,1,9,2,4,2,,1710,1,77,1,1,0,1,0,0,0,0,0,1,2,0,0,0,,4,2,1,1,21,1,2,1,5,,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,3,2,5,2,3,2023-06-21,4,1
2937,17,17,1788,3,1788,1706,1706070,3,1,5,2023,2023,1,2,18,1,3,2,4,3,4,4,3,5,2,,,2,2,2,3,2,,,,5,1,3,2,5,5,2,2,1,1,3,2,1,4,3,4,5,2,3,3,2,2,2,6,5,2,5,6,2,2,2,4,2,3,2,8,10,,3,3,10,10,10,10,,,,0,0,2,5,2,,,2,,,4,2,,2,,4,5,3,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,2,1,0,1,0,0,0,0,0,0,4,3,,2,,1,3,3,,,3,4,4,,10,2,3,,,2,,,2,2,2,4,11,4,5,,,4,2,,1711,2,,,,,,,,,,,4,2,0,0,0,,1,2,0,,0,2,2,1,2,,2,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,4,0,4,2,3,2023-06-21,4,1
4788,17,17,1799,1,1799,1706,1706412,21,1,92,2023,2023,1,2,23,1,2,1,1,2,4,4,1,3,,2,,2,2,4,2,1,,,2,4,4,6,6,5,4,4,6,3,1,5,5,5,4,3,5,3,4,2,3,4,4,3,6,7,5,4,1,1,2,2,3,1,2,2,8,10,,4,3,9,10,,,10,10,,0,0,2,3,2,5,,,4,,,1,1701,1,1701,2,3,2,2,,0,1,0,0,0,0,0,0,0,0,,,,2,1,,,,,,,2,0,1,1,1,0,0,1,1,1,3,,3,3,,1,3,3,,4,2,4,4,,9,1,1,1,,,1,,,1,2,4,5,2,1,5,2,4,2,,1713,2,,,,,,,,,,,3,2,1,,1,3,3,4,2,1,17,4,5,1,2,,1,1,1,1,4,2,1,1,1,0,1,1,1,1,1,0,4,3,2,2,3,2023-06-05,4,1
1538,17,17,1799,1,1799,1706,1706412,21,1,233,2023,2023,1,2,28,1,3,3,4,3,4,4,4,1,1,,,2,2,4,4,3,1,2,,7,1,3,1,1,7,1,1,1,1,1,7,1,1,7,1,3,2,3,3,3,3,7,7,7,1,3,1,2,2,1,1,2,2,3,1,1,,1,1,1,1,,,10,10,,0,1,3,4,3,,,5,,,4,1,1701,2,,4,1,2,2,,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,2,1,0,1,0,1,0,1,0,0,2,3,,1,,1,3,3,,,,4,4,,5,1,1,,,2,1,,,2,1,4,4,4,1,9,2,4,2,,1711,2,,,,,,,,,,,1,2,0,0,1,3,1,7,3,1,21,2,1,1,5,,1,2,1,1,2,2,1,1,1,1,0,0,1,1,1,1,4,0,3,2,3,2023-06-06,4,1
4233,17,17,1799,1,1799,1706,1706412,21,1,92,2023,2023,1,1,73,2,3,3,4,2,4,4,1,5,1,,2,,2,2,4,1,2,,2,3,2,7,3,7,7,7,3,1,7,2,5,2,5,5,6,3,2,2,3,3,6,7,5,4,7,4,4,1,1,2,6,1,3,3,6,,9,5,2,8,1,5,1,,,2,0,0,1,4,3,5,,,4,,,1,1701,1,1705,1,1,2,2,,0,0,0,0,0,0,0,0,1,0,,,,2,2,2,,,,,,2,0,1,1,0,0,1,1,0,0,3,3,,1,,1,3,3,,,,4,4,9,,1,1,1,,,1,,,2,1,3,1,1,6,,,4,2,,1715,2,,,,,,,,,,,4,2,0,0,0,,6,4,1,3,32,2,1,2,,,2,2,4,4,4,2,1,1,1,0,0,0,0,,1,1,5,0,3,2,3,2023-06-05,4,1
8010,17,17,1788,3,1788,1706,1706070,3,1,180,2023,2023,1,2,38,5,3,2,4,3,4,4,2,5,1,,,2,1,3,4,3,1,,1,2,1,5,2,2,2,7,3,2,1,1,4,2,7,3,1,3,2,1,3,1,1,1,7,3,4,3,6,2,2,2,1,1,2,3,6,6,,4,4,10,10,10,10,,,,0,0,2,5,2,1,,,4,,,1,,2,,4,5,4,2,,0,0,0,0,0,0,0,0,0,1,2,2,2,,,,,,,,,2,1,1,1,1,0,0,1,0,0,4,3,,,3,1,3,3,,,,4,2,,10,1,3,,,2,,2,,2,2,5,5,2,4,,,4,2,,1714,1,,1,2,1,1,0,1,1,0,0,1,1,0,0,0,,4,5,3,1,18,2,5,1,3,,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,0,5,0,3,2,3,2023-06-22,4,1
2647,17,17,1788,3,1788,1706,1706134,52,1,87,2023,2023,1,1,17,1,3,1,3,4,4,4,1,3,2,,2,,2,1,4,2,2,2,,1,4,4,3,3,4,4,4,3,2,2,1,2,1,4,5,4,3,3,3,2,5,3,5,1,4,3,1,2,2,2,4,1,2,3,6,,1,1,5,7,10,10,10,,,,0,0,2,5,2,,2,,,4,,2,,2,,4,2,1,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,2,1,0,0,0,0,0,0,0,0,3,,3,,1,1,3,3,,,3,4,4,5,,2,3,1,,,1,,,2,2,3,4,4,1,7,2,4,2,,,2,,,,,,,,,,,4,1,0,0,0,,1,4,0,,0,2,5,1,2,,1,2,1,1,3,3,1,1,1,0,1,0,1,1,1,1,4,2,4,2,3,2023-06-27,4,1
4962,17,17,1788,3,1788,1706,1706070,3,1,5,2023,2023,1,1,80,2,3,3,2,2,4,4,1,,1,,,2,2,3,3,1,3,2,,5,4,6,2,6,7,7,3,6,5,3,1,6,7,2,3,5,2,,,2,3,6,2,6,1,2,4,2,2,1,7,1,3,3,1,7,,3,6,2,2,,,6,1,4,0,0,1,3,2,,5,,,4,,1,1701,2,,4,5,3,2,,0,1,0,0,0,0,0,0,0,0,,,,2,1,1,,,,,,1,1,0,0,0,1,1,1,0,0,2,,3,,1,1,2,3,,,1,4,4,,1,2,2,,,,,,,2,2,2,1,2,6,,,4,2,,,2,,,,,,,,,,,4,2,0,0,0,,2,2,0,,25,1,1,2,,,2,2,4,4,4,1,1,1,1,0,1,0,0,0,0,1,3,0,3,2,3,2023-06-21,4,1
7740,17,17,1788,3,1788,1706,1706134,52,1,87,2023,2023,1,1,76,,1,1,1,1,4,3,3,2,,2,,1,2,2,3,1,2,1,,7,2,6,4,5,5,4,6,7,7,7,7,3,7,5,6,2,1,1,3,1,7,7,7,7,7,7,1,1,1,2,1,1,1,1,8,,8,8,8,8,8,,,8,8,,0,0,,2,3,2,,,4,,,1,1701,1,1702,1,,2,2,,,,,,,,,,,,2,2,2,,,,,,,,,1,0,1,0,0,0,0,1,0,1,3,1,,,3,2,3,3,4,,,4,4,,3,2,1,,,2,,,1,2,1,6,1,1,6,,,4,2,,1714,2,,,,,,,,,,,4,2,0,0,0,,2,10,6,1,19,3,1,2,,,2,2,2,2,4,4,1,1,1,0,1,1,1,1,1,1,5,0,2,2,3,2023-06-27,4,1
2962,17,17,1788,3,1788,1706,1706134,52,1,101,2023,2023,1,1,26,2,3,3,2,2,4,3,1,4,2,,2,,1,2,2,1,2,,1,7,5,6,4,4,7,3,7,5,1,1,4,6,5,3,7,2,3,3,3,2,1,1,5,7,7,5,4,2,2,2,6,1,3,2,10,8,,8,8,10,10,10,10,,,5,0,0,1,4,2,,,4,,,4,1,1703,1,1708,1,4,2,2,,0,0,0,0,0,0,1,0,0,0,,,,,,,2,2,1,,,1,1,1,0,1,0,0,1,0,0,3,,3,,3,2,3,3,3,3,3,4,4,8,,2,3,,,,,2,2,2,1,5,1,3,1,4,1,4,2,,1714,2,,,,,,,,,,,1,2,0,0,0,,1,4,0,,0,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,0,2,2,3,2023-06-27,4,1
1389,17,17,1788,3,1788,1706,1706134,52,1,101,2023,2023,1,,63,1,3,3,3,3,3,4,2,5,,1,,,2,2,4,3,2,,1,7,3,5,1,1,5,5,3,3,1,3,1,3,3,6,2,4,2,3,3,,5,3,5,2,3,1,1,2,2,2,4,1,4,3,1,4,,4,4,7,4,7,7,,,4,0,0,1,4,2,,,4,,,4,1,1702,2,,4,2,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,2,2,2,,,2,1,1,1,1,1,1,1,0,0,2,3,,,1,1,3,2,,4,,4,4,,7,1,1,,,,2,2,,2,2,3,1,4,6,,,4,2,,1714,2,,,,,,,,,,,4,2,0,0,0,,3,3,0,,,1,1,1,2,,1,2,1,1,3,3,1,1,1,1,0,1,1,1,1,1,3,2,4,2,3,2023-06-27,4,1
1369,17,17,1799,1,1799,1706,1706412,21,1,233,2023,2023,1,1,49,1,3,1,4,2,4,4,3,7,1,,,2,2,2,3,2,3,2,,3,2,6,4,3,5,5,4,4,5,2,3,4,4,5,4,4,2,2,2,2,4,5,6,5,2,4,6,1,2,2,6,1,3,3,4,,7,4,3,7,7,8,7,,,4,0,0,1,4,2,,2,,,4,,1,1701,2,,4,2,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,2,2,0,0,1,0,0,0,0,0,0,3,,3,,1,1,2,3,1,3,2,4,4,7,,1,1,,,1,,,1,2,2,3,1,3,1,5,1,4,2,,1708,2,,,,,,,,,,,1,2,1,,0,,5,1,0,,31,2,2,1,2,,2,2,1,1,2,2,1,1,0,0,1,0,1,1,1,1,5,0,3,2,3,2023-06-07,4,1
1659,17,17,1788,3,1788,1706,1706134,52,1,106,2023,2023,1,1,42,4,2,1,1,4,4,4,2,10,2,,,2,2,3,3,1,3,,,7,2,7,7,1,1,1,1,4,1,1,1,5,1,1,5,5,3,2,3,4,,,,1,4,7,6,2,2,1,1,1,4,,1,,,,,,1,,,10,1,5,0,0,1,5,3,,3,,,4,,2,,2,,4,5,4,2,,1,0,0,0,0,0,0,0,0,0,,,,2,2,2,,,,,,1,0,1,1,1,1,0,1,1,0,3,3,,,3,2,3,3,,,,4,4,,1,1,,1,,2,,,,2,2,5,77,1,1,5,1,4,2,,,2,,,,,,,,,,,4,2,0,0,0,,2,2,0,,0,1,2,1,2,,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,0,3,0,3,2,3,2023-06-26,4,1
1797,17,17,1799,1,1799,1706,1706412,21,1,92,2023,2023,1,2,52,1,3,3,3,5,4,4,3,8,,1,,1,1,4,4,2,3,1,,3,3,4,1,2,5,4,3,1,7,3,1,3,1,1,3,3,3,3,4,2,5,4,7,7,4,5,4,1,1,2,1,1,2,4,1,5,,7,1,10,10,10,8,,,5,0,0,1,4,3,,,5,,,4,1,1701,2,,2,1,4,2,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,1,1,1,1,1,1,0,1,0,1,1,0,4,3,,,2,1,3,3,3,4,3,4,4,,10,2,1,,2,,,2,,2,2,5,1,1,2,9,2,4,2,,1711,1,1,2,2,0,0,0,0,1,0,0,3,2,1,,0,,2,5,0,,17,2,2,1,3,,1,1,2,2,4,2,1,1,1,0,1,0,1,1,0,0,5,0,3,2,3,2023-06-05,4,1
